family	arm	condition	artifact_paths_json	artifact_sha256s_json	artifact_set_sha256	raw_n	ordered_id_sha256	source_frame_n	prompt_sha256_ordered_hash	canonical_checkpoint_sha256s_json	transport_checkpoint_sha256s_json	model_processor_revisions_json	output_schema_versions_json	environment_sha256s_json	hardware_runtime_lineage	ledger_reconciled	record_hashes_valid	status
stage2_primary	plain_desc	noise	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__noise/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__noise/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__noise/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__noise/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__noise/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__noise/worker_5/records.jsonl""]"	"[""48f22bb22abfedf58f66129bb25e5b8fa147b4a89cbc90c8e029ba369397eaba"", ""861c9046e79cf88dff1ae52916f86f6f7bb973aa272f0129060a1b7d5351189a"", ""832c6ab0b7f7215397b5766647880f69dc1e941f0b3e7a80a20fff07ed8cfe29"", ""f859596fb9ceb1889ef89ec5ae352b8c062a015abbf15ab07b0792d9567b0c2d"", ""df17f8ba5f1f1d99f9bd926467dfe4606c5c1be7402c9111232660f4216af55c"", ""864c9647a76b21f384c5ad60cebcfa106a499bd4f8a1293aedd645a2516c097f""]"	ec302c3f4331bba1ce4a05b89c9c7d8695e28c61a6d06c019eb1070b04568790	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	0a548435ed13997afb0b3f82c7c53a299c7f6bdfade5b93f913d35c2e0f29c4b	"[""b6016869c99b4ef27099f0e40aba3f28a6ea9528820144203b0ba06dbcb9a6b8""]"	"[""05a32ade19c26dc61eb5eaa3202c20bb3e084aa36eb944ed0d16627125b02e09""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	plain_desc	source	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__source/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__source/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__source/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__source/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__source/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/plain_desc__source/worker_5/records.jsonl""]"	"[""99688c6158b162caab2eb344fd464f06d4aae987f2581388bb8983bf7e384afe"", ""5ebe7378ee3c478dc9b076e26284ce2a057209fb1da7e867b404290110b52244"", ""3342cd50fe5632caaff6325d66c70acd0c48092bfaf00840f9c73332e221d12c"", ""5ec60c9fb21ab523f52680107af3ff3cf9a2033ae611412beb895a0789946f26"", ""c024cd6137a7a6c35c8e2551fd1cfec1b3f47cba2db9ce4f73357cc58c6dc2fc"", ""46dc4e55997cd4093e86957e5f414710953d835f60293e9461af46e97be29616""]"	72cb8ea605c30cdf85861d1bad2c2c9fd60f4b2547f31975e8f0c659af5ce5a1	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	0a548435ed13997afb0b3f82c7c53a299c7f6bdfade5b93f913d35c2e0f29c4b	"[""b6016869c99b4ef27099f0e40aba3f28a6ea9528820144203b0ba06dbcb9a6b8""]"	"[""05a32ade19c26dc61eb5eaa3202c20bb3e084aa36eb944ed0d16627125b02e09""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point	grey	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__grey/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__grey/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__grey/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__grey/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__grey/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__grey/worker_5/records.jsonl""]"	"[""836ef232bb74b6ec89dd99151daa1bbe3919bcf47241e3ace96509791c801068"", ""30dab5856c192aed9d2b70dfe1b7e5ec5717a20013ef15e471a45674aa7cb7f6"", ""3677eb2bae89f88fbf13022e7ee022f1647656a41e0514e83be57e15d0c58e3b"", ""e8ce5e7fa619851dc5d76125ea630acab71368a387ae9ecd259ea3c817ee491b"", ""0885f0e43b86b8fd38dd40f527c52226b5b2476e80bf8b67e2a835cb79950dd5"", ""1e29198abcc0c9c6f87726377b1b48a42ca50301a28e3d06fd1dbcb2dbcff7cc""]"	cb43756d43fca06d35526a1575387fcc54a8e3e1f87267198b2a698a75b8c16e	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	502f909669b6be5887377a5e3b2657b32b4cdaea4d12b692ea21bf283527c7ac	"[""5cfa9a692280ff79ad93192e55c10292eacf69b2a05123f9a0d8957217f1931a""]"	"[""873dc3cf20a34f66b8456e5863b443353ed170a93a6a4ada334663b22afce44f""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point	mask	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mask/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mask/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mask/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mask/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mask/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mask/worker_5/records.jsonl""]"	"[""5c6663ac36905b796fb458177d9aa98a316430230b4f580c8173ae5606d4ab5b"", ""8bca0340d44a8c8656584ee4133333605d2ece477ad5e17007deb80f24521f7d"", ""604e7551b2a717d8b266361211450fdab782b77814c3a3eea0dcd0bb409183e5"", ""5b9264040fd615504d34b7de8da3f48728e44e5709ccbeb32ba5e227f5e5baa8"", ""074346a81ac32ac77753a6addae86f2b7df078bc8fe0d819906c545d4a929766"", ""0325ea466d2a5ae2ddc656f11fa27fe9dc56379298ab3ffb9a3a5905e0200e00""]"	af142083bbdb6ce8096e4d46c042c93463dd76d7b9aaf89f1add317627b897af	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	502f909669b6be5887377a5e3b2657b32b4cdaea4d12b692ea21bf283527c7ac	"[""5cfa9a692280ff79ad93192e55c10292eacf69b2a05123f9a0d8957217f1931a""]"	"[""873dc3cf20a34f66b8456e5863b443353ed170a93a6a4ada334663b22afce44f""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point	mirror	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mirror/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mirror/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mirror/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mirror/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mirror/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mirror/worker_5/records.jsonl""]"	"[""5bfa3c97e1766ebc68688167ec21fe2ff8ff04be0225c739ded6d1db333f94d5"", ""d6a078375579f14840b42f2683bcc2cb4b7718b5252b899af8116d0bb6d6420d"", ""6a1153026aeb6797b15bf28743f96e929a3bb75a1cc5facbd992a3f7ff9b3cce"", ""0b5b89474fc7aaa318b669c8e6affa722fa8b441523a37767029b7a3f50e9811"", ""32a46179aa7431ae471572deb7d1c72b70047217058e9a063cb392d0cfb2a7ef"", ""dc5437782a6d15ef495535cd38184adda3460d58b5b8ef6fe1dbd04e99f2b5a9""]"	35464265d5cb6d6d3055610aacf9cc8aef7f1cb2eb4ef1c36fc26fb7a57e73cc	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	502f909669b6be5887377a5e3b2657b32b4cdaea4d12b692ea21bf283527c7ac	"[""5cfa9a692280ff79ad93192e55c10292eacf69b2a05123f9a0d8957217f1931a""]"	"[""873dc3cf20a34f66b8456e5863b443353ed170a93a6a4ada334663b22afce44f""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point	mismatch	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mismatch/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mismatch/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mismatch/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mismatch/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mismatch/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__mismatch/worker_5/records.jsonl""]"	"[""23d9b71bfd3ae2bc72fd48b2ef6a849eb9a8081a11599f13d7381f00a7330990"", ""be51d71f87e5a8067e24ef75d815176a1bb1b50ad5a92d44361dc07a0f6fc116"", ""deed8cb29f3b5ca4c09ba662587a93616657257e1bab403ea4b5f7b47f0c62b8"", ""a5beaecd4d6fe7393d63032c16b6f30b196e8b1ef86e84fc75ac2db13f7abfe8"", ""2c64d23fe7444f5a16fe65e6d68c8721c8f28180d00eaeecb31d5d749c9e11d7"", ""692adfe70e1d17f4e0607e3292069dda7f4511dbd21f13b56723d71f00bfad2e""]"	f32271e0df8603471ebead30bd5c53bc1439c1a85785cadb3a75213b76d6a7c8	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	502f909669b6be5887377a5e3b2657b32b4cdaea4d12b692ea21bf283527c7ac	"[""5cfa9a692280ff79ad93192e55c10292eacf69b2a05123f9a0d8957217f1931a""]"	"[""873dc3cf20a34f66b8456e5863b443353ed170a93a6a4ada334663b22afce44f""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point	noise	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__noise/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__noise/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__noise/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__noise/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__noise/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__noise/worker_5/records.jsonl""]"	"[""f1cfc4d25c40c8a23eb9e0ddc86a183932d6cfdd5491255a90a21ea0ca6fa158"", ""c695e3db650ee10f5d9c7970129ea56edcaa8a5a4fa5da0a42bca276cfccb040"", ""140d0b9dedccc4feccd1d4a5820a6d23726c43968e00b3e389a6250a1a37447a"", ""2532a42348e0106115fdd9b50f500fcaed8a4fedfef041ec65585a4c94d62151"", ""05d9b2b106c1d4db0e447827aafb523323cc6fc2ba0683db2a8ddc996e72252f"", ""e24d95ed37ae4e02cc23de9eb9ad370d94d5db9098a9755da93217c810fcf4f4""]"	791ae53fdd6c1ca3c8dde3d4ac8b5ed3f1ffa8aca424a933d030cc3b6da0a9bc	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	502f909669b6be5887377a5e3b2657b32b4cdaea4d12b692ea21bf283527c7ac	"[""5cfa9a692280ff79ad93192e55c10292eacf69b2a05123f9a0d8957217f1931a""]"	"[""873dc3cf20a34f66b8456e5863b443353ed170a93a6a4ada334663b22afce44f""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point	source	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__source/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__source/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__source/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__source/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__source/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point__source/worker_5/records.jsonl""]"	"[""7a6cc2e459a0c7162c51b28bd9db399b5f47370a32346dd49b21024e2d6d6614"", ""ce840eea0e45f68ddfd1d1aaed3af337ad7069fbab6c94d6354f5fd85c70a508"", ""5d22c478979027ff123c8079bb9dadf9400533b6e829b36ff646f8f18473b443"", ""b1965dd21408196154d6b40291b6577a6ab51b3e9bac681376a239b6540facb8"", ""2ae6a2b98ec221495e7af37efffa5a3a562f8f55c6bc8c762a1334bdd1045dd0"", ""d0719e72c64e0b9251cbf75663391731acf391ff01d81a7c9b8738545e15be39""]"	aaa5dc70af0bee5f88b185b5191b41b6ec2b48bfafc2d5b36152bf1e022fd011	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	502f909669b6be5887377a5e3b2657b32b4cdaea4d12b692ea21bf283527c7ac	"[""5cfa9a692280ff79ad93192e55c10292eacf69b2a05123f9a0d8957217f1931a""]"	"[""873dc3cf20a34f66b8456e5863b443353ed170a93a6a4ada334663b22afce44f""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point_desc	grey	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__grey/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__grey/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__grey/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__grey/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__grey/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__grey/worker_5/records.jsonl""]"	"[""ed8a2c8a133edfd4b75b454e0756fed17bf67e5d2ef5ca3e0b14bb347a4b0bf9"", ""441ef7850a11fa2010649a8bd4c665cd19eff7f6c7975bac9d1bfd366c837dab"", ""b6b1e92579821d642f9c6382fac06a42f846023ef830169fd75b236ff2bf97ba"", ""bed599347d6add4fd5a4883e765a524459e6e60d64441dfe19d928c4ba5dacb4"", ""e7e29e0e3f86e6a534c2d681d74efbbe074aff198677bf8fb5784c79b8332ca6"", ""706145868c3ef997b08e45a69a6393f0cb03e258012702e5fdf7814647bcfeb0""]"	1f77d15df70058daf13d41905011ff2b113b4f2b7224fe8682f71b23ac6b430a	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	0a548435ed13997afb0b3f82c7c53a299c7f6bdfade5b93f913d35c2e0f29c4b	"[""4735e4a954069f07f0d22e0228a3839d1f678b7c86f898d64f1a4a7a38546e12""]"	"[""0bdc606d92f115533dbc22704697217ca856f4ee7739174ae77a7de15fadf38a""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point_desc	mask	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mask/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mask/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mask/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mask/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mask/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mask/worker_5/records.jsonl""]"	"[""74ecc6afc5a5ae4bd846eaf102e0f9ff90a72d5c750cbbe3a66199272bd2ed3c"", ""ff322ecb92c27fba9013e12bf2c9172840647b482c82a0e43d8672ba504b16df"", ""0e6ac3334e705d68af63da37a87f85e53639d8b065bfb0d0204365de80c3f4be"", ""d59e59b6ae2a8be91af315970f01d89580386829cc7d0d8e2d9b6846c92d6364"", ""fba9834fe80d2bfb05a688640bea90a774967f7f6a9dcf25d580e36822cee50a"", ""54b61fbd38e01c06b52b3779c297d2bf55dbb256c0706db566bf11acaeba2db7""]"	11205b2426a298be74fba18562c159e5c1554250d5f219d23318cd7c40b693d4	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	0a548435ed13997afb0b3f82c7c53a299c7f6bdfade5b93f913d35c2e0f29c4b	"[""4735e4a954069f07f0d22e0228a3839d1f678b7c86f898d64f1a4a7a38546e12""]"	"[""0bdc606d92f115533dbc22704697217ca856f4ee7739174ae77a7de15fadf38a""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point_desc	mirror	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mirror/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mirror/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mirror/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mirror/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mirror/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mirror/worker_5/records.jsonl""]"	"[""3ecd292199a27c28ebaf678c37bbf15d5d50c8fcff7191f7fda05b313cb943b5"", ""7f92f931ac77980e6712418fafe4bd0e00a7a4cfd91d019efd57813f7c71856b"", ""db11bc3097977ad91021c948d00a9cc5d8c21eae4b48ad2d4838d63e1d420108"", ""75e4cb0157cd4037b0ff251f398b78cc72457588c1ceaed00f15b9d65a89c821"", ""fb1c671d7dcbf016f5595d395d525537c845b17cb0d8bff70e35e9bc58fbaef5"", ""908aa9bc831ccb1d3c813e5a045c8af06843f8c0625675519324ff8ed956bfbf""]"	e4e8acd84cb787ceff69a152a499a37184ad84175052f70fa3e44c982d62c9b4	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	0a548435ed13997afb0b3f82c7c53a299c7f6bdfade5b93f913d35c2e0f29c4b	"[""4735e4a954069f07f0d22e0228a3839d1f678b7c86f898d64f1a4a7a38546e12""]"	"[""0bdc606d92f115533dbc22704697217ca856f4ee7739174ae77a7de15fadf38a""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point_desc	mismatch	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mismatch/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mismatch/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mismatch/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mismatch/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mismatch/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__mismatch/worker_5/records.jsonl""]"	"[""2fc1dcebcdb3ac6478cf14d78bc67682af092bf57e6ce2ac05a6aa5fd8552a97"", ""99cd429b7b6ca43dfc6f6682ab5480ace5d2dc36a7ce87ff53a153d863e39ad0"", ""26944166afbcc005388cb1326f1e13335d017b60a238a0257715a19b88d09a09"", ""88687d31ec294860f45e522b07a2c743ce87394bfc98b071d69b42d5aa49e921"", ""0110a0175846b50cce0a48d5718d01c6b700fd1d9eb26f9a5fdcbf851bb402d1"", ""22d2875408d910b90bf7aac18216887a5ab3813d28c5a16b06fd207942f00e45""]"	7ab060371de5c4b8e54deccb50b8c9d444fd58d8f1becd1cdce571ffc4464f9e	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	0a548435ed13997afb0b3f82c7c53a299c7f6bdfade5b93f913d35c2e0f29c4b	"[""4735e4a954069f07f0d22e0228a3839d1f678b7c86f898d64f1a4a7a38546e12""]"	"[""0bdc606d92f115533dbc22704697217ca856f4ee7739174ae77a7de15fadf38a""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
